,title,place_id,user_reviews(summary),time_spent
334,Doce Roça Café e Empório,ChIJ-f5TX77BzpQRf0tNQK_3-48,"{'snippet': ""'Very nice selection on the menu for a great breakfast'""}",People typically spend 20 min to 1 hr here
335,Doce Roça Café e Empório,ChIJ-f5TX77BzpQRf0tNQK_3-48,"{'snippet': ""'Excellent service and food.'""}",People typically spend 20 min to 1 hr here
336,Doce Roça Café e Empório,ChIJ-f5TX77BzpQRf0tNQK_3-48,"{'snippet': ""'Great grocery store and cafe.'""}",People typically spend 20 min to 1 hr here
337,Formiguinha Doçaria,ChIJD2__DH2ZyJQRfGD4vzZtypE,"{'snippet': ""'The portion of chicken drumstick is delicious, and the candies are amazing.'""}",People typically spend 25 min to 1.5 hr here
338,Formiguinha Doçaria,ChIJD2__DH2ZyJQRfGD4vzZtypE,"{'snippet': ""'Good service and coffee.'""}",People typically spend 25 min to 1.5 hr here
339,Formiguinha Doçaria,ChIJD2__DH2ZyJQRfGD4vzZtypE,"{'snippet': ""'I liked the food but expected more for the price.'""}",People typically spend 25 min to 1.5 hr here
340,Bela Guanabara Bakery,ChIJU35cDoh_mQAReb-y7415RXQ,"{'snippet': ""'Great service and food.'""}",People typically spend 25 min here
341,Bela Guanabara Bakery,ChIJU35cDoh_mQAReb-y7415RXQ,"{'snippet': ""'Great place for a quick breakfast.'""}",People typically spend 25 min here
342,Bela Guanabara Bakery,ChIJU35cDoh_mQAReb-y7415RXQ,"{'snippet': ""'Good coffee and cakes'""}",People typically spend 25 min here
343,A Quinta do Marquês- Xodó Paulista,ChIJIxx3M8xZzpQR8_zbwK72tdk,"{'snippet': ""'Incredibly organized and a huge selection of products.'""}",People typically spend 20 min here
344,A Quinta do Marquês- Xodó Paulista,ChIJIxx3M8xZzpQR8_zbwK72tdk,"{'snippet': ""'Food not particularly interesting, but the prices are ok.'""}",People typically spend 20 min here
345,A Quinta do Marquês- Xodó Paulista,ChIJIxx3M8xZzpQR8_zbwK72tdk,"{'snippet': ""'I loved that place much.'""}",People typically spend 20 min here
346,Tuti's Pão,ChIJw9YqvA-22JQRvMSrKrJ4qMY,"{'snippet': ""'Food is decent, coffee drinks are great.'""}",People typically spend 10-45 min here
347,Tuti's Pão,ChIJw9YqvA-22JQRvMSrKrJ4qMY,"{'snippet': ""'The best bread and cakes in the world.... friendly people.'""}",People typically spend 10-45 min here
348,Tuti's Pão,ChIJw9YqvA-22JQRvMSrKrJ4qMY,"{'snippet': ""'Good products but service is not good, and expensive'""}",People typically spend 10-45 min here
349,Alyah Sweets Doceria e Cozinha Libanesa,ChIJW0-BOkxbzpQRhl5v2V7899I,"{'snippet': ""'Nice environment and great service.'""}",People typically spend 20 min to 1.5 hr here
350,Alyah Sweets Doceria e Cozinha Libanesa,ChIJW0-BOkxbzpQRhl5v2V7899I,"{'snippet': ""'The place is nice and the staff are friendly.'""}",People typically spend 20 min to 1.5 hr here
351,Alyah Sweets Doceria e Cozinha Libanesa,ChIJW0-BOkxbzpQRhl5v2V7899I,"{'snippet': ""'The food is really good, the quality is top notch'""}",People typically spend 20 min to 1.5 hr here
352,Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,"{'snippet': ""'Portions are small, which is good for the customer to try a bit of each dish.'""}",People typically spend 25 min here
353,Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,"{'snippet': ""'Very good place to eat middles eastern food.'""}",People typically spend 25 min here
354,Maxifour Lebanon Market Center - Empório Árabe,ChIJKVJnqxBazpQReldqd4ZMAV0,"{'snippet': ""'High priced probably due to the high quality and variety.'""}",People typically spend 25 min here
355,Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,"{'snippet': ""'Food was good restaurant and service was also good'""}",People typically spend 20 min to 1.5 hr here
356,Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,"{'snippet': ""'All their dishes are delicious and the price is affordable.'""}",People typically spend 20 min to 1.5 hr here
357,Abudi Halal,ChIJ_YB_IodZzpQRfLLcJed_64M,"{'snippet': ""'The place is very simple, but clean and roomy.'""}",People typically spend 20 min to 1.5 hr here
0,Hopper's Centro,ChIJFd1_21hD65QR2gUR2O0ciUU,"{'snippet': ""'Very nice food/beverage and service.'""}",People typically spend 1-2.5 hours here
1,Hopper's Centro,ChIJFd1_21hD65QR2gUR2O0ciUU,"{'snippet': '\'They have an artisan burger complemented with a bacon jam taht""s outstanding!\''}",People typically spend 1-2.5 hours here
2,Padaria Brasileira,ChIJbaZYhIdBzpQRJ3Oafmuo9b4,"{'snippet': ""'There is a good selection of different cakes, pastries and other snacks.'""}",People typically spend 15 min to 1 hr here
3,Padaria Brasileira,ChIJbaZYhIdBzpQRJ3Oafmuo9b4,"{'snippet': ""'Good quality and good service.'""}",People typically spend 15 min to 1 hr here
4,Padaria Brasileira,ChIJbaZYhIdBzpQRJ3Oafmuo9b4,"{'snippet': ""'The only reason for not being 5 star is due to the shortage of staff.'""}",People typically spend 15 min to 1 hr here
5,Kome (Moema),ChIJQekODKxbzpQRCbNJDHm5LAE,"{'snippet': ""'A great Japanese restaurant in Sao Paulo, high quality and tasteful food.'""}",People typically spend 1-2.5 hours here
6,Kome (Moema),ChIJQekODKxbzpQRCbNJDHm5LAE,"{'snippet': ""'The staff was very nice but the service was one of the worst I have ever had.'""}",People typically spend 1-2.5 hours here
7,Kome (Moema),ChIJQekODKxbzpQRCbNJDHm5LAE,"{'snippet': ""'Pricy but good variety and quality'""}",People typically spend 1-2.5 hours here
8,Step In,ChIJvZeUH8H0wokRR6HyeGlF5AA,"{'snippet': ""'I ordered the chicken tacos with a side of fries & my food came out fresh & hot!'""}",People typically spend 45 min to 2 hr here
9,Step In,ChIJvZeUH8H0wokRR6HyeGlF5AA,"{'snippet': ""'Great music friendly atmosphere delicious cocktails nice music friendly staff'""}",People typically spend 45 min to 2 hr here
10,Step In,ChIJvZeUH8H0wokRR6HyeGlF5AA,"{'snippet': ""'Great place and atmosphere, but a little bit crowded to many people!'""}",People typically spend 45 min to 2 hr here
11,Tetê Confectionery Gelateria Cafe,ChIJpS1xtwhnv5QR4UJTFAPY9XA,"{'snippet': ""'Nice place for a breakfast.'""}",People typically spend 15 min to 1 hr here
12,Tetê Confectionery Gelateria Cafe,ChIJpS1xtwhnv5QR4UJTFAPY9XA,"{'snippet': ""'Try the croissants, plain and almond.'""}",People typically spend 15 min to 1 hr here
13,Tetê Confectionery Gelateria Cafe,ChIJpS1xtwhnv5QR4UJTFAPY9XA,"{'snippet': ""'Confortable and good music'""}",People typically spend 15 min to 1 hr here
14,Coco Bambu Anhembi,ChIJq6oGJ-H3zpQRezSvQ3j94Lw,"{'snippet': ""'Very nice drinks and very cold beer and a large selection in the food menu.'""}",People typically spend 1.5-3.5 hours here
15,Coco Bambu Anhembi,ChIJq6oGJ-H3zpQRezSvQ3j94Lw,"{'snippet': ""'Very good place, service and food.'""}",People typically spend 1.5-3.5 hours here
16,Coco Bambu Anhembi,ChIJq6oGJ-H3zpQRezSvQ3j94Lw,"{'snippet': ""'Served with tasty potatoes and rice.'""}",People typically spend 1.5-3.5 hours here
17,A Baianeira,ChIJpVFK2xpYzpQRRN7Cdq6VrRA,"{'snippet': ""'Great egg sandwiches, really flavorful and filling food.'""}",People typically spend 20 min to 1.5 hr here
18,A Baianeira,ChIJpVFK2xpYzpQRRN7Cdq6VrRA,"{'snippet': ""'Amazing place, food and staff!'""}",People typically spend 20 min to 1.5 hr here
19,A Baianeira,ChIJpVFK2xpYzpQRRN7Cdq6VrRA,"{'snippet': ""'Delicious breakfast and really nice place to take time with friends.'""}",People typically spend 20 min to 1.5 hr here
20,Empório 167 Pizza & Bar,ChIJKbSdI6tezpQRhO_uNkpg5YM,"{'snippet': ""'Cozy place with great food.'""}",People typically spend 1.5-3 hours here
21,Empório 167 Pizza & Bar,ChIJKbSdI6tezpQRhO_uNkpg5YM,"{'snippet': '\'Pizza is good, but the dough pizza""s I felt little heavyweight\''}",People typically spend 1.5-3 hours here
22,All of Jazz,ChIJwZNYylBXzpQRpeR6yqt3eIU,"{'snippet': ""'Cool jazz bar … few people - like a personal concert venue.'""}",People typically spend 3 hours here
23,All of Jazz,ChIJwZNYylBXzpQRpeR6yqt3eIU,"{'snippet': ""'Very small, decent music, poor drink selection'""}",People typically spend 3 hours here
24,All of Jazz,ChIJwZNYylBXzpQRpeR6yqt3eIU,"{'snippet': ""'You have to pay also drinks :) this how this place works.'""}",People typically spend 3 hours here
25,Pizzaria e Lanchonete Real,ChIJwc8wJu1XzpQRnVGJ6sQkNg4,"{'snippet': ""'Good pizza, nice atmosphere, excellent people-watching.'""}",People typically spend 30 min to 1.5 hr here
26,Pizzaria e Lanchonete Real,ChIJwc8wJu1XzpQRnVGJ6sQkNg4,"{'snippet': ""'Good pizzas, good service, honest price.'""}",People typically spend 30 min to 1.5 hr here
27,Pizzaria e Lanchonete Real,ChIJwc8wJu1XzpQRnVGJ6sQkNg4,"{'snippet': '\'It is a place where you can try the typical Boteco""s food from São Paulo\''}",People typically spend 30 min to 1.5 hr here
28,Varal87 Steakhouse,ChIJDYFYithXzpQRa6_BSXOj_LI,"{'snippet': ""'Good place to eat meat and taste smoked plates.'""}",People typically spend 1.5-3 hours here
29,Varal87 Steakhouse,ChIJDYFYithXzpQRa6_BSXOj_LI,"{'snippet': ""'Great service, reservation is highly recommend.'""}",People typically spend 1.5-3 hours here
30,Varal87 Steakhouse,ChIJDYFYithXzpQRa6_BSXOj_LI,"{'snippet': ""'Great menu, great staff.'""}",People typically spend 1.5-3 hours here
31,Casa Mille Restaurante,ChIJr-JVVPT3zpQRSA_eDy45jlM,"{'snippet': '\'Good meat, that""s it\''}",People typically spend 1-2 hours here
32,Casa Mille Restaurante,ChIJr-JVVPT3zpQRSA_eDy45jlM,"{'snippet': ""'The atmosphere is average.'""}",People typically spend 1-2 hours here
33,Dona Deôla - Pompéia,ChIJOSunPOdXzpQRWMQUd-WV9lA,"{'snippet': ""'Good selection, nice options and great food (awesome pastries and deserts).'""}",People typically spend 10-45 min here
34,Dona Deôla - Pompéia,ChIJOSunPOdXzpQRWMQUd-WV9lA,"{'snippet': ""'Best place to lunch in the area.'""}",People typically spend 10-45 min here
35,Dona Deôla - Pompéia,ChIJOSunPOdXzpQRWMQUd-WV9lA,"{'snippet': ""'Cozy bakery with nice menu and buffet on weekends'""}",People typically spend 10-45 min here
36,Dona Deôla Bakery,ChIJByafLoL4zpQRs_dav9zKixI,"{'snippet': ""'Friendly service, cosy place, great variety of cakes and breads.'""}",People typically spend 15 min to 1 hr here
37,Dona Deôla Bakery,ChIJByafLoL4zpQRs_dav9zKixI,"{'snippet': ""'Food and people Lovely, and great system work against COVID-19'""}",People typically spend 15 min to 1 hr here
38,Dona Deôla Bakery,ChIJByafLoL4zpQRs_dav9zKixI,"{'snippet': ""'Toasted bread and hot chocolate are my favorites.'""}",People typically spend 15 min to 1 hr here
0,Bar do Nico,ChIJ28aGz6wEzpQRfqbqeeR5UMw,"{'snippet': '""Good food, nice place but too expensive!""'}",People typically spend 1-2 hours here
1,Bar do Nico,ChIJ28aGz6wEzpQRfqbqeeR5UMw,"{'snippet': '""Amazing atmosphere...real Brazilian feijoda...full of locals...good signal!""'}",People typically spend 1-2 hours here
2,Bar do Nico,ChIJ28aGz6wEzpQRfqbqeeR5UMw,"{'snippet': '""The environment is cool.""'}",People typically spend 1-2 hours here
3,Sushi Yassuh Liberdade,ChIJAyAYpahZzpQRbl1X5JjEAN0,"{'snippet': '""Very good japanese food....quiet place and correct service""'}",People typically spend 1.5-2 hours here
4,Sushi Yassuh Liberdade,ChIJAyAYpahZzpQRbl1X5JjEAN0,"{'snippet': '""It\'s cooked at the table and served with a slightly sour dipping sauce.""'}",People typically spend 1.5-2 hours here
5,Sushi Yassuh Liberdade,ChIJAyAYpahZzpQRbl1X5JjEAN0,"{'snippet': '""It\'s a fried tofu with a light ginger sauce, absolutely delicious.""'}",People typically spend 1.5-2 hours here
6,Pizza1,ChIJO7qpSgxKzJQR9I4HI4G4ugA,"{'snippet': '""All you can eat pizza, appetizers and ice cream!""'}",People typically spend 1.5-2.5 hours here
7,Pizza1,ChIJO7qpSgxKzJQR9I4HI4G4ugA,"{'snippet': '""Very good atmosphere, food was great, kids love the ball pool""'}",People typically spend 1.5-2.5 hours here
8,Pizza1,ChIJO7qpSgxKzJQR9I4HI4G4ugA,"{'snippet': '""Very good pizzas and abradable place.""'}",People typically spend 1.5-2.5 hours here
9,Bourbon Street Music Club,ChIJS4XuOgpazpQR84vpvrjCwkM,"{'snippet': '""Great music, food, beer choices, service and atmosphere!""'}",People typically spend up to 4.5 hours here
10,Bourbon Street Music Club,ChIJS4XuOgpazpQR84vpvrjCwkM,"{'snippet': '""Great place to enjoy...good music bands and tasteful food and drinks.""'}",People typically spend up to 4.5 hours here
11,Bourbon Street Music Club,ChIJS4XuOgpazpQR84vpvrjCwkM,"{'snippet': '""Really cool location""'}",People typically spend up to 4.5 hours here
12,"Basilicata - Pão, Empório e Restaurante",ChIJB2ssy7ZZzpQRA0VxRFuH9A0,"{'snippet': '""The best italian bread and lovely service!""'}",People typically spend 20 min to 1.5 hr here
13,"Basilicata - Pão, Empório e Restaurante",ChIJB2ssy7ZZzpQRA0VxRFuH9A0,"{'snippet': '""Seafood pasta tasted bland and gave my wife mild food poisoning.""'}",People typically spend 20 min to 1.5 hr here
14,"Basilicata - Pão, Empório e Restaurante",ChIJB2ssy7ZZzpQRA0VxRFuH9A0,"{'snippet': '""If you like Italian food and products, that the place to go in Brazil""'}",People typically spend 20 min to 1.5 hr here
15,Huto Izakaya,ChIJYSrtxaFQzpQRSfalfPY_uqA,"{'snippet': '""Fantastic food, amazing service.""'}",People typically spend 1-2.5 hours here
16,Huto Izakaya,ChIJYSrtxaFQzpQRSfalfPY_uqA,"{'snippet': '""Most dishes we had were too salty or heavy with sauces.""'}",People typically spend 1-2.5 hours here
17,Huto Izakaya,ChIJYSrtxaFQzpQRSfalfPY_uqA,"{'snippet': '""Cozy Japanese restaurant, but really in the high range of $$.""'}",People typically spend 1-2.5 hours here
18,Kisetsu,ChIJabMAAKlZzpQRmiHcuY1771E,"{'snippet': '""Good restaurant with nice staff.""'}",People typically spend 1-2 hours here
19,Kisetsu,ChIJabMAAKlZzpQRmiHcuY1771E,"{'snippet': '""Went there after the pandemic, this week, and the service war very bad.""'}",People typically spend 1-2 hours here
20,Kisetsu,ChIJabMAAKlZzpQRmiHcuY1771E,"{'snippet': '""Best Sushi I ever ate!!""'}",People typically spend 1-2 hours here
21,PASTA NOSTRA RISTORANTE,ChIJSXI2nolZzpQRlNnOy4x6QV4,"{'snippet': '""Amazing food and service!""'}",People typically spend 1-2 hours here
22,PASTA NOSTRA RISTORANTE,ChIJSXI2nolZzpQRlNnOy4x6QV4,"{'snippet': '""The salad was really well balanced with fresh mozzarella, tomatoes and leaves.""'}",People typically spend 1-2 hours here
23,PASTA NOSTRA RISTORANTE,ChIJSXI2nolZzpQRlNnOy4x6QV4,"{'snippet': '""Generous portions and reasonably priced!""'}",People typically spend 1-2 hours here
24,Carole Crema,ChIJ63-8ytRZzpQRubXlgrtwe8I,"{'snippet': '""The place is small and usually crowded, but the cakes are awesome.""'}",People typically spend 30 min here
25,Carole Crema,ChIJ63-8ytRZzpQRubXlgrtwe8I,"{'snippet': '""Coffee could be more professional to be perfect.""'}",People typically spend 30 min here
26,Carole Crema,ChIJ63-8ytRZzpQRubXlgrtwe8I,"{'snippet': '""Lovely gem in the Jardins area.""'}",People typically spend 30 min here
27,Gastrô Hub,ChIJwRm9mo-ZpgAR-1v7Uj_uiMA,"{'snippet': '""Place that has many cuisine options, good service and good food.""'}",People typically spend 1.5-2.5 hours here
28,Gastrô Hub,ChIJwRm9mo-ZpgAR-1v7Uj_uiMA,"{'snippet': '""The appetizers are awesome, we ordered the tropical salad and the bruschetta.""'}",People typically spend 1.5-2.5 hours here
29,Gastrô Hub,ChIJwRm9mo-ZpgAR-1v7Uj_uiMA,"{'snippet': '""The restaurant is beautiful and the food is delicious the waiter is very nice""'}",People typically spend 1.5-2.5 hours here
30,Padaria Lisboa,ChIJ6yq6vepezpQRoEa7FS5Vbyc,"{'snippet': '""Excellent service, affordable prices, wonderful coffee.""'}",People typically spend 20 min here
31,Padaria Lisboa,ChIJ6yq6vepezpQRoEa7FS5Vbyc,"{'snippet': '""High quality food and nice treatment""'}",People typically spend 20 min here
32,Padaria Lisboa,ChIJ6yq6vepezpQRoEa7FS5Vbyc,"{'snippet': '""It\'s overpriced and the staff could help more.""'}",People typically spend 20 min here
33,Via Palazzo,ChIJPcHK9TdZzpQRVqHHPlViO2g,"{'snippet': '""Good good, Fair price, lots of options for all tastes and styles.""'}",People typically spend 30 min to 1 hr here
34,Via Palazzo,ChIJPcHK9TdZzpQRVqHHPlViO2g,"{'snippet': '""Nice food, good price""'}",People typically spend 30 min to 1 hr here
35,Via Palazzo,ChIJPcHK9TdZzpQRVqHHPlViO2g,"{'snippet': '""Delicious food 😋, all clean and fresh salad .""'}",People typically spend 30 min to 1 hr here
36,Bar do Batista,ChIJmTxV-_xbzpQRvTn27I0E0VU,"{'snippet': '""Great place to drink beer and watch soccer.""'}",People typically spend 25 min to 1.5 hr here
37,Bar do Batista,ChIJmTxV-_xbzpQRvTn27I0E0VU,"{'snippet': '""Very good service and food.""'}",People typically spend 25 min to 1.5 hr here
38,Bar do Batista,ChIJmTxV-_xbzpQRvTn27I0E0VU,"{'snippet': '""Best meat balls I\'ve ever had!!!""'}",People typically spend 25 min to 1.5 hr here
39,McDonald's,ChIJgXJWcw7BxokRJQug18HE2xU,"{'snippet': '""A bit long lines at night but good good service""'}",People typically spend 10 min here
40,McDonald's,ChIJgXJWcw7BxokRJQug18HE2xU,"{'snippet': '""I Waited for over an hour for food and customer service was horrific.""'}",People typically spend 10 min here
41,McDonald's,ChIJgXJWcw7BxokRJQug18HE2xU,"{'snippet': '""I was served raw undercooked meat and fries today.""'}",People typically spend 10 min here
42,PARRILLA Del Carmen,ChIJAQBk4MFCzpQRZMwfvy0e0Xo,"{'snippet': '""Excellent food and service.""'}",People typically spend 1-2.5 hours here
43,PARRILLA Del Carmen,ChIJAQBk4MFCzpQRZMwfvy0e0Xo,"{'snippet': '""Terrific place but be prepared to spend money""'}",People typically spend 1-2.5 hours here
44,Bar da Dona Onça,ChIJEyOtjU5YzpQRJi-Cf-QbjYU,"{'snippet': '""Amazing food and drinks, great atmosphere and the staff was lovely.""'}",People typically spend 1-2.5 hours here
45,Bar da Dona Onça,ChIJEyOtjU5YzpQRJi-Cf-QbjYU,"{'snippet': '""Great food and great service, although the prices are too high.""'}",People typically spend 1-2.5 hours here
46,Bar da Dona Onça,ChIJEyOtjU5YzpQRJi-Cf-QbjYU,"{'snippet': '""The caipirinhas are great and they have a good selection of Brazilian beers.""'}",People typically spend 1-2.5 hours here
47,"Boteco Colarinho Escondido, CA",ChIJH7_EYsLVmwARkCAGqaYkksA,"{'snippet': '""Nice food and good service but with expensive prices.""'}",People typically spend 1-2 hours here
48,"Boteco Colarinho Escondido, CA",ChIJH7_EYsLVmwARkCAGqaYkksA,"{'snippet': '""Great appetizers, delicious pizzas and a good selection of craft beers on tap.""'}",People typically spend 1-2 hours here
49,"Boteco Colarinho Escondido, CA",ChIJH7_EYsLVmwARkCAGqaYkksA,"{'snippet': '""Good pizza with different flavors and quite a choice of beers.""'}",People typically spend 1-2 hours here
50,Don Miguel Mexican Bar,ChIJKX-v5ZJezpQRPiG74Q5J9zw,"{'snippet': '""Love this place, the food are awnsome, the enviroment have a good music""'}",People typically spend 1-2 hours here
51,Don Miguel Mexican Bar,ChIJKX-v5ZJezpQRPiG74Q5J9zw,"{'snippet': '""Small portions for American standards But food tasted good""'}",People typically spend 1-2 hours here
52,Don Miguel Mexican Bar,ChIJKX-v5ZJezpQRPiG74Q5J9zw,"{'snippet': '""Top shelf everything, clean, attentive staff, A+.""'}",People typically spend 1-2 hours here
